case_id,case_number,investigation_started,decision_date,duration_months,case_name,parties_name,parties_count,report_route,decision_type,article_infringed,offense_nature,commissioner,commissioner_id,appeal,court_case_linked,,,,,,,
136,93,01.07.1975,07.12.1978,41,EEMO,Fachverband der Maschinen- und Stahlbauindustrie Österreich; Syndicat des constructeurs belges de machines-outils pour le travail de métaux (Sycomom); Verein Schweizerischer Maschinen-Industrieller (VSM); Verein Deutscher Werkzeugmachinenfabriken e.V. (VDW); Foreningen af Danske Vaerktojsmaskinfabrikanter; Asociación Espanola de Fabricantes de Máguinas-Herramientas; Syndicat des constructeurs français de machines-outils (SCFMO); The Machine Tool Trades Association (MTTA) Metalworking Machine Toll Manufacturer Section; Unione Costruttori Italiani Macchine Utensili (UCIMU); Mekaniske Verksteders Landsforening; Vereniging voor Metaal- en Electrotechnische (FME) Groep Gereedschapswerktuigen; Centrol de Cooperaçao des Industriais de Maquinas-Ferremientas (Cimaf); Föreningen Svenska Verktygmaskintillverkare,13,Notification,Exemption,81,Horizontal restraints and horizontal export ban,Raymond Vouel (M),9,0,,,,,,,,
137,29430,17.06.1977,12.12.1978,17,KAWASAKI,Kawasaki Motors (UK) Ltd.; Kawasaki Motoren GmbH (Germany),2,Commission own initiative,Infringement,81,Vertical export ban,Raymond Vouel (M),9,0,,,,,,,,
138,29535,03.02.1978,12.12.1978,10,White Lead,Associated Lead Manufacturers Ltd.; BV Chemische Industrie- en Handelsmaatschappij Wed. Hondorff; Lindgens & Sohne GmbH,3,Commission own initiative,Infringement,81,Exchange of information and quota setting (horizontal),Raymond Vouel (M),9,0,,,,,,,,
139,29290,11.08.1976,10.01.1979,29,VAESSEN / MORIS,Mr. Alex Moris; Alex Moris PVBA; Vleeswarenfabrieken Impérial NV,3,Complaint,Infringement,81,Patent licensing and exclusive purchasing contracts,Raymond Vouel (M),9,0,,,,,,,,
140,28796,28.01.1974,17.01.1979,60,"BEECHAM / PARKE, DAVIS","Beecham Group Ltd.; Parke, Davis and Company",2,Notification,Exemption,81,Joint research project,Raymond Vouel (M),9,0,,,,,,,,
141,372,13.06.1977,31.01.1979,20,FIDES,"Fides, Unione Fiduciaria",1,Commission own initiative,Infringement,17,Did not supply all information,Raymond Vouel (M),9,0,,,,,,,,
142,379,10.02.1978,06.07.1979,17,AM&S EUROPE LIMITED,AM & S Europe Ltd.,1,Commission own initiative,Infringement,17,Did not supply all information,Raymond Vouel (M),9,1,155/79,,,,,,,
143,29021,24.04.1978,05.09.1979,16,BP KEMI-DDSF,BP Kemi A/S; A/S De Danske Spritfabrikker,2,Complaint,Infringement,81,"Exchange of information, market sharing, price fixing and quota agreements",Raymond Vouel (M),9,0,,,,,,,,
144,29672,27.09.1978,28.11.1979,14,FLORAL,Compagnie Française de l'Azote SA; Générale des Engrais SA; DcF Chimie; Mr. Franz Schiffer; Floral Düngemittelverkaufsgesellschaft mbH,5,Commission own initiative,Infringement,81,Horizontal joint selling arrangements,Raymond Vouel (M),9,0,,,,,,,,
145,29011,05.03.1979,05.12.1979,9,Rennet,"Coöperatieve Stremsel- en Kleurselfabriek; Coöperatieve Zuivelfabriek en Melkinrichting ""Linge""; Asser Coöperatieve Melkinrichting en Melkprod. Fabriek ""Acmesa""; Coöperatieve Ver. tot Expl. van Zuivel- en Melkprod.fabrieken ""De Combinatie""; Coöperatieve Fabriek van Melkprodukten ""De Stichting""; Coöperatieve Zuivelfabriek ""Noord-Oostergo""; Coöperatieve Zuivelfabriek ""Het Klaverblad"";  Coöperatieve Zuivelfabriek ""Ee en Omstreken""; Coöperatieve Zuivelvereniging ""Campina""; Coöperatieve Zuivelfabriek ""Ezinge""; Melkunie Gelveren B.V. v/h Coöperatieve Melkverw. ver. ""Land van Heusden en Altena""; Coöperatieve Zuivelindustrie ""Twee Provinciën""; Coöperatieve Zuivelfabriek ""Trynwalden en Omstreken""; Coöperatieve Zuivelfabriek ""Samenwerking""; Coöperatieve Zuivelfabriek ""De Goede Verwachting""; Melkunie v/h Coöperatieve Melkcentrale; Coöperatieve Zuivelfabriek ""De Eensgezindheid""; Vecolac v/h Coöperatieve Zuivelfabriek ""Juliana""; Coöperatieve Zuivelfabriek ""Havelte""; Coöperatieve Zuivelfabriek ""Heerde""; Coöperatieve Zuivelindustrie ""De Toekomst""; Coöperatieve Zuivelfabriek ""Ameland""; Coöperatieve Melkverwerkingsvereniging ""DOC""; Coöperatieve Zuivelfabriek  ""Koekange""; Friesche Coöperatieve Zuivel-Export Vereeniging; Zuivelfabriek ""De Vereeniging"";  Coöperatieve Zuivelfabriek ""De Eendracht""; Coöperatieve Zuivelfabriek ""Zuidelijk Westerkwartier""; Coöperatieve Zuivelfabriek ""De Venen""; Coöperatieve Zuivelfabriek ""Norg""; Coöperatieve Zuivelfabriek ""De Goede Verwachting""; Coöperatieve Zuivelfabriek en Melkinrichting ""Oldewe""; Coöperatieve Zuivelindustrie ""De Zuid-Oosthoek""; Coöperatieve Zuivelfabriek ""De Eendracht""; Coöperatieve Ver. tot Expl. van Melkprod. fabrieken ""Noord-Holland""; Coöperatieve Zuivelfabriek ""Huisternoord""; Coöperatieve Melkproduktenfabriek ""Hovo""; Coöperatieve Zuivelfabriek ""De Toekomst""; Coöperatieve Fabriek van Melkprodukten ""Roden-Zevenhuizen""; Zuivelfabriek Campina v/h Coöperatieve Centrale Zuivelvereniging ""De Maasvallei""; Zuivelfabriek Campina v/h Coöperatieve Zuivelbedrijven ""Brabant-Zeeland""; Coöperatieve Zuivelfabriek ""De Vlijt""; Coöperatieve Zuivelfabriek ""De Eendracht"" Rossum; Coöperatieve Zuivelfabriek ""De Kleine Winst""; Coöperatieve Zuivelfabriek ""Algemeen Belang""; Coöperatieve Zuivelfabriek ""Ons Belang""; Coöperatieve Zuivelfabriek ""De Toekomst""; Coöperatieve Biol. Zuivelveren ""Skylge"" v/h Coöperatieve Zuivelfabriek ""Terschelling""; Zuivelfabriek Campina v/h Coöperatieve Zuivelvereniging ""Centraal Brabant""; Coöperatieve Zuivelfabriek ""De Eendracht"" Tubbergen; Coöperatieve Vereniging v/h Coöperatieve Zuivelindustrie ""Novac""; Coöperatieve Zuivelindustrie ""De Foarutgong""; Coöperatieve Fabriek Melk- en Zuivelpr. ""Vecolac-Vollenhove""; Vordense Coöperatieve Zuivelfabriek; Coöperatieve Zuivelfabriek ""Wapserveen""; Coöperatieve Zuivelfabriek ""Westerbork""; Ver. Coöperatieve Zuivelfabriek ""Combinatie O.Groningen""; Coöperatieve Zuivelfabriek ""De Goede Verwachting""; Coöperatieve Fabriek van Melkprodukten ""Rogat""; Coöperatieve Melkverwerkingsver. DOC v/h Coöperatieve Zuivelfabriek ""Eendracht""; Verenigde Coöperatieve Zuivelindustrie ""Coberco""",62,Notification followed by Commission,Infringement,81,Horizontal restraints even effecting trade,Raymond Vouel (M),9,1,61/80,,,,,,,
146,29266,16.07.1976,07.12.1979,40,Cane Sugar Supply Agreements,Tate & Lyle Refineries Ltd. Leon House; Manbré Sugars Ltd ,2,Notification,Negative Clearance ,81,Fidelity rebates and exclusice dealing arrangements,Raymond Vouel (M),9,0,,,,,,,,
147,223,07.12.1978,12.12.1979,12,Transocean Marine Paint Association,"Sikkens BV; Astral, Société de Peintures; F.A.C. van der Linden & Co.; Croda Paints Ltd.; Veneziani Zonca Vernici S.p.A.; Sadolin Industrie A/S; Glasurit SA; Pacific Products Inc.; Spartan Paints Pty Ltd.; Nippon Paint (Singapore) Co Pte.Ltd.; North Brunswick Coatings & Chemicals; Durmus Yasar & Sons; P.T. United Transocean Marine Paint Co. Ltd.; Pars Sadolin Chemical Co. Merethe Ring Company; Galleon Paints (SA) Ltd.; Copalin SA; Toa Paint Co. Ltd.; Consolidated Chemicals Ltd. ",19,Notification,Renewal of Exemption,81,Horizontal restraints,Raymond Vouel (M),9,0,,,,,,,,
148,29595,18.02.1976,14.12.1979,45,Pioneer,Musique Diffusion Française; Pioneer Electronic Europe NV; C. Melchers & Co.; Pioneer High Fidelity (GB) Ltd. Formerly Shriro (UK) Ltd.,4,Complaint,Infringement,81,Vertical export ban,Raymond Vouel (M),9,1,"100/80, 101/80, 102/80, 103/80",,,,,,,
149,400,23.07.1979,20.12.1979,5,Fabbrica Pisana,Fabbrica Pisana SpA.,1,Commission own initiative,Infringement,17,Incomplete production of records during investigation,Raymond Vouel (M),9,0,,,,,,,,
150,400,23.07.1979,20.12.1979,5,"Fabbrica Lastre, Sciarra",Fabbrica Lastre di Vetro Pietro Sciarra SpA.,1,Commission own initiative,Infringement,17,Incomplete production of records during investigation,Raymond Vouel (M),9,0,,,,,,,,
151,28553,22.08.1975,17.04.1980,56,Krups,Robert Krups,1,Notification,Negative Clearance,81,Vertical restraints,Raymond Vouel (M),9,0,,,,,,,,
152,27958,29.06.1973,09.07.1980,84,National Sulphuric Acid Association,The National Sulphuric Acid Association Ltd.; Albright & Wilson Ltd.; Associated Octel Co. Ltd.; Berk Spencer Acids Ltd.; British Chrome & Chemicals Ltd.; British Titan Products Co. Ltd.; Courtaulds Ltd. ; W.H. Cowburn & Cowpar Ltd.; Croda Synthetic Chemicals Ltd.; R.& J. Garroway Ltd.; Imperial Chemical Industries Ltd.; ISC Chemicals Ltd.; Laporte Industries Ltd.; Leathers's Chemical Co. Ltd.; Nitrigin Eireann Teoranta; Nypro (UK) Ltd.; Richardsons Fertilizers Ltd.; Rohm & Haas (UK) Ltd.; Scottish Agricultural Industries Ltd.; Staveley Chemicals Ltd.,20,Notification,Exemption,81,Horizontal,Raymond Vouel (M),9,0,,,,,,,,
153,26528,04.09.1967,22.07.1980,155,The Distillers Co. Ltd-Ship-Chandlers,The Distillers Company Ltd.,1,Notification,Negative Clearance,81,Vertical restraints,Raymond Vouel (M),9,0,,,,,,,,
154,25077,17.03.1964,18.09.1980,198,IMA-RULES,Bijl Bouwstoffen Import BV; Bouwmaterialenhandel en Industrie Dripla BV; Sosco Houtprodukten BV; Fijnplaat Fijnhout Plaatmaterialen Import BV; A. Hemsings's Handelmaatschappij BV; BV Houthandel Halland Triplex Import (HTI); Verenigde Internatio Hautbedrijven BV; Leeuwerik Plaat BV; Ret Jongeneel; Plaatmaterialen Rote Westzaan BV; BV Hardhouthandel Trima; M. Abas CV; Bakker & Röpcke CV; Foham Houtagenturen; BV Houtagenturen Scholten v/h Gustaf A. Faber; BV Houtprodukten UCM; Interplaat Faber BV; Leenaars Oosterhout BV; Stahl & Zoon BV; Vereenigde Houtagenturen  ,20,Notification,Infringement,81,Agreement in form of a union (horizontal),Raymond Vouel (M),9,0,,,,,,,,
155,197,25.10.1962,16.10.1980,216,Industrieverband Solnhofener Natursteinplatten eV,"Association ""Industrieverband Solnhofener Natuursteinplatten eV""",1,Notification,Infringement,81,Vertical restraints and export-cartell,Raymond Vouel (M),9,0,,,,,,,,
156,29702,22.03.1979,25.11.1980,20,JOHNSON & JOHNSON,Ortho Pharmaceutical Ltd.; Cilag Chemie GmbH-Alsbach; Cilag Chemie AG-Schaffhausen; Johnson & Johnson Inc.,4,Complaint,Infringement,81,Vertical export ban caused by horizontal agreements of subsidaries,Raymond Vouel (M),9,0,,,,,,,,
157,27442,12.05.1978,11.12.1980,31,VACUUM INTERRUPTERS Ltd,Vacuum Interrupters Ltd.; Associated Electrical Industries Ltd.; Reyrolle Parsons Ltd.; Brush Switchgear Ltd.,4,Notification,Renewal of Exemption,81,Technical and financial support for joint venture,Raymond Vouel (M),9,0,,,,,,,,
158,26912,20.04.1971,11.12.1980,115,HENNESSEY-HENKELL,Jas Hennessy & Co.; Henkell & Co. ,2,Notification,Infringement,81,Exclusive concession agreement and exclusive dealing contract,Raymond Vouel (M),9,0,,,,,,,,
159,29869,11.12.1979,17.12.1980,13,ITALIAN CAST GLASS,Fabbrica Pisana SpA.; Società Italiana Vetro (SIV); Fabbrica Lastre di Vetro Sciarra SpA; Fides-Unione Fiduciaria SpA,4,Commission own initiative,Infringement,81,"Information and market sharing, quota setting",Raymond Vouel (M),9,0,,,,,,,,
160,29988,22.01.1980,28.09.1981,20,ITALIAN FLAT GLASS,"Fabbrica pisana SpA; Sicuetà italiana vertro SpA;  Vernante Pennitalia SpA; Associazione meridionale vetro in lastre Catani; Istituto Sviluppo Vetro; Associazione Sviluppe Vetro Italia Centrale, Istituto Sviluppo Vetro",7,Commission own initiative,Infringement,81,"Information sharing, vertical restraints and vertical export ban",Frans Andriessen (M),10,0,,,,,,,,
161,29491,29.07.1977,07.10.1981,50,MICHELIN,NV Nederlandse Banden-Industrie Michelin,1,Complaint,Infringement,82,Tying by means of discount and rebate scheme to prevent imports of competing products,Frans Andriessen (M),10,1,322/81,,,,,,,
162,29839,09.04.1979,29.10.1981,31,GVL,GVL (Gesellschaft zur Verwertung von Leistungsschutzrechten),1,Complaint,Infringement,82,"Discrimination, abuse of dominant position and import prohibition",Frans Andriessen (M),10,1,Jul.82,,,,,,,
163,30211,08.05.1981,17.11.1981,7,COMPTOIR COMMERCIAL D'IMPORTATION,Comptoir commercial d'importation,1,Complaint,Infringement,11,Supplying false information in reply to discovery request,Frans Andriessen (M),10,0,,,,,,,,
164,29972,06.11.1979,17.11.1981,25,LANGENSCHEIDT-HACHETTE,Librairie Hachette SA; Langenscheidt KG; Langenscheidt-Hachette GmbH,3,Notification,Exemption,81,Joint subsidiary,Frans Andriessen (M),10,0,,,,,,,,
165,428,30.10.1962,25.11.1981,229,VBBB/VBVB,Vereeniging ter Bevordering van de Belangen des Boekhandels; Vereeniging ter Bevordering van het Vlaamsche Boekwezen,2,Notification,Infringement,81,"Restraints on trade, price fixing, discrminiation and vertical restraints",Frans Andriessen (M),10,1,"43/82, 63/82",,,,,,,
166,29895,21.11.1979,25.11.1981,24,TELOS,Telos SA,1,Complaint,Infringement,11,Supplying false information in reply to discovery request,Frans Andriessen (M),10,0,,,,,,,,
167,29236,27.10.1980,26.11.1981,13,SOPELEM / VICKERS,"Société d'optique, précision, électronique et mécanique (Sopelem) SA; Vickers Ltd.; Microscopes Nachet SA",3,Notification,Renewal of Exemption,81,Joint R&D,Frans Andriessen (M),10,0,,,,,,,,
168,30188,15.09.1980,27.11.1981,14,Moët & Chandon,Moët-Hennessy SA,1,Complaint,Infringement,81,Vertical export ban,Frans Andriessen (M),10,0,,,,,,,,
169,25757,06.03.1978,02.12.1981,45,HASSELBLAD,Victor Hasselblad Aktiebolag; Hasselblad (GB) Ltd.; Ilford (Ireland) Ltd.; James Polack aps; Têlos SA; Prolux sprl; Nordic Im- und Export Handelsgesellschaft mbH,7,Notification,Infringement,81,"Vertical prevention of parallel imports, influence of dealer's prices",Frans Andriessen (M),10,1,86/82,,,,,,,
170,30307,20.03.1981,09.12.1981,8,FIRE INSURANCE (D),Northern Assurance Co. Ltd. St. Helen's,1,Commission own initiative,Infringement,11,Did not supply all information,Frans Andriessen (M),10,0,55/85,,,,,,,
171,512,11.06.1981,11.12.1981,6,National Panasonic (Belgique),SA National Panasonic (Belgium) NV,1,Commission own initiative,Infringement,11,Supplying false information in reply to discovery request,Frans Andriessen (M),10,0,,,,,,,,
172,511,25.05.1981,11.12.1981,6,National Panasonic France,National Panasonic (France) SA,1,Commission own initiative,Infringement,11,Supplying false information in reply to discovery request,Frans Andriessen (M),10,0,,,,,,,,
173,29995,14.11.1981,17.12.1981,1,NAVEWA - ANSEAU,Assiciation Nationale des Services d'Eau (ANSEAU-NAVEWA); Union des fournisseurs des Artisans de l'Alimentation (UFARAL-ULEVO); the undertakings which are signatiories of the Agreement and are listed in Annexes I and II To this Decision,2,Commission own initiative,Infringement,81,Horizontal prevention of parallel imports by means of conformity labelling,Frans Andriessen (M),10,1,"96/82, 97/82, 98/82, 99/82, 100/82, 101/82, 102/82, 104/82, 105/82, 108/82, 110/82",,,,,,,
174,28748,06.11.1973,06.01.1982,98,AEG-Telefunken,Allgemeine Elektricitäts-Gesellschaft AEG-Telefunken,1,Notification,Infringement,81,Vertical restraints on dealer's pricing and discriminatory exclusion of dealers,Frans Andriessen (M),10,1,107/82,,,,,,,
175,417,22.06.1981,30.04.1982,10,BPICA,"International Permanent Bureau of Motor Manufacturers (BPICA); Verband der Automobilindustrie EV (VDA); Fachverband der Fahrzeugindustrie Österreichs; Fédération belge des industries de l'aturomobile et du cycle (FEBIAC); Automobil-Importorernes Sammenslutning; Asociación Espanôla de Fabricantes de Automóviles Camiones, Tractores y sus Motores (ANFAC); Moter Vehicle Manufacturers Association of the United States (MVMA); Autotuojat r.y. Föreningen Bilimportörerna Annankatu; Chambre syndicale des constructeurs d'automobiles (CSCA); Mogürt; Associazione nazionale fra industrie automobilistiche (ANFIA); Japan Automobile Manufacturers Association (JAMA); Bilimportorenes Landsforening; Nederlandse Vereniging de Rijwiel- en Automobiel-Industrie (RAI); Union de l'industrie automobile polonaise (Polmo); The Society of Motor Manufacturers & Traders Ltd. (SMMT); Sveriges Bilindustri- och Bilgrossistförening Industrihuset; Chambre syndicale suisse de l'automobile et branches annexes; Motokov; V.O. Avtoexport; Poslovna Zajednica Proizvodjaca Motornih Vozila Bulevar Vojvode",21,Notification,Exemption,81,Official union of car dealers (horizontal),Frans Andriessen (M),10,0,,,,,,,,
176,"29525, 30000",21.06.1979,15.07.1982,37,SSI,Stichting Sigarettenindustrie; British American tobacco Co. (Nederland) BV; Sigarettenfabriek Ad. Laurens BV; De koninklijke Bedrijven theodorus Niemeyer BV; Philip Morris Halland BV; R.J. Reynolds Tobacco BV; Turmac Tobacco Co.BV; Tabaksfabriek Gruno BV; Imperial Tobacco (Holland) BV; Reemtsma Nederland BV; Tabak Express Nederland; Eerste Grossiers Vereniging (EGV); Mr. Hils Wilms (representative independent wholesalers); De Nederlandse Sigarenwinkeliers Organisatie,14,Notification,Infringement,81,Horizontal price fixing,Frans Andriessen (M),10,1,"240/82, 241/82, 242/82, 261/82, 262/782, 268/82, 269/82, 260/82",,,,,,,
177,528,14.05.1982,27.10.1982,6,Federation Nationale Chaussure de France,Fédération nationale de l'industrie de la chaussure de France (FNICF),1,Complaint,Infringement,11,Incomplete production of records during investigation,Frans Andriessen (M),10,0,,,,,,,,
178,30517,21.12.1981,29.10.1982,10,AMERSHAM BUCHLER,Amersham International Ltd.; The Radiochemical Centre GmbH; Buchler GmbH; Amersham Buchler gmbH; Amersham Buchler GmbH & Co. KG,5,Notification,Exemption,81,Joint venture,Frans Andriessen (M),10,0,,,,,,,,
179,30070,26.04.1982,07.12.1982,7,National Panasonic ,National Panasonic (UK) Ltd.,1,Commission own initiative,Infringement,81,Vertical export ban,Frans Andriessen (M),10,0,,,,,,,,
180,30077,29.04.1980,10.12.1982,31,Cafeteros de Colombia (FNC),La Federación National de Cafeteros de Colombia,1,Notification,Infringement,81,Sales restriction and export ban (vertical),Frans Andriessen (M),10,0,,,,,,,,
181,29877,22.06.1979,10.12.1982,41,British Telecommunications,British Telecommunications,1,Complaint,Infringement,"82, + telecommunication articles (43, 44, 51, 70)",Discrimination and abuse of dominant position,Frans Andriessen (M),10,1,41/83,,,,,,,
182,29629,09.06.1981,14.12.1982,18,Rolled zinc products and zinc alloys,Compagnie royale asturienne des mines; Rheinisches Zinkwalzwerk GmbH & Co.; Société des mines et fonderies de zinc de la Vieille Montagne SA; Penarroya SA; Société de Prayon SA,5,Commission own initiative,Infringement,81,Horizontal market sharing arrangement,Frans Andriessen (M),10,1,"29/83, 30/83",,,,,,,
183,29883,11.06.1979,15.12.1982,43,AROW / BNIC,Bureau National Interprofessionnel du Cognac,1,Complaint,Infringement,81,Horizontal price fixing,Frans Andriessen (M),10,0,,,,,,,,
184,30128,12.06.1980,15.12.1982,31,TOLTECS-DORCET,BAT Cigaretten-Fabriken GmbH; Antonius Segers,2,Complaint,Infringement,81,No-challenge clause in trade mark agreement,Frans Andriessen (M),10,1,35/83,,,,,,,
185,30735,08.10.1982,10.01.1983,3,CASTROL,Deutsche Castrol Vertriebsgesellschaft mbH,1,Complaint,Infringement,11,Did not supply all information,Etienne Davignon (VP),11,0,,,,,,,,
186,181,19.11.1981,24.05.1983,18,CEMATEX,Comité européen des Constructeurs de matériel textile (CEMATEX); Fachgemeinschaft Textilmaschinen im Verein Deutscher Maschinenbau-Anstalten FN (VDMA); Syndicat des Constructeurs belges de machines textiles (SYMATEX); Union des Constructeurs de matériel textile de France (UCMTF); British Textile Machinery Association (BTMA); Associazione Costrutton Italiani di Macchinario per l'Industria Tessile (ACIMIT); Groep Textielmachines (GTM) van de Vereniging voor de Metaal- en de Elektrotechnische Industrie FME; Société suisse des Constructeurs de Machines (VSM),8,Notification,Renewal of Exemption,81,Horizontal restraints,Frans Andriessen (M),10,0,,,,,,,,
187,29395,07.06.1982,11.07.1983,13,Windsurfing International,Windsurfing Internation Inc.; Windglider Fred Ostermann GmbH; Shark Wassersportgeräte GmbH; Akutec Angewandte Kunststofftechnik GmbH; S.A.N. Warenvertriebsgesellschaft mbH; Klepper Beteiligungs GmbH & Co. Bootsbau KG; Marker Surf GmbH; Windsurfing Central GmbH,8,Complaint,Infringement,81,Restrictions in patent license agreement,Frans Andriessen (M),10,1,193/83,,,,,,,
188,30174,11.09.1980,13.07.1983,34,VIMPOLTU,Vereniging van Importeurs van en Groothandelaren in Land- en tuinbouwmachines (Vimpoltu),1,Notification,Infringement,81,Exchange of information and price fixing (horizontal),Frans Andriessen (M),10,0,,,,,,,,
189,30437,18.08.1981,13.07.1983,22,ROCHWELL / IVECO,Iveco Industrial Vehicles Corporation BV; Rockwell International Corporation; Omevi Officine Meccaniche Veicoli Industriali SpA,3,Notification,Exemption,81,Joint venture and marketing,Frans Andriessen (M),10,0,,,,,,,,
190,30064,25.05.1982,17.10.1983,17,Cast Iron and Steel Rolls,"NV Griffin SA; SA des Fondereis J. Marichal; SAFAK SA; Achembach Buschhütten GmbH; Eduard Breitenbach GmbH; Leonhard Breitenbach Walzengiesserei und Dreherei GmbH; Karl Buch Walzengiesserei; Gontermann-Peipers GmbH; Walzen Irle GmbH; Fried. Krupp GmbH; Walzengiesserei Roland GmbH; Thyssen Giesserei AG; Fachgemeinschaft Walzengiessereien; Chambre syndicale des fabricants de cylindres en fonte; Société Chavanne-Delattre, immeuble ""Ille-de-France""; Société française des cylindres de laminoirs J. Marichal; SARL Ateliers en fonderies de Gorcy; Usinor SA, immeuble ""Ille-de-France""; Innocenti Santeustacchio SpA; Fonderie officine meccanische Sant'Agostino SpA; Fonderia officina San Gregorio SAS; Fonderie San Zeno; The Davy Roll Company Ltd.; Midland rollmakers Ltd.; R.B. Tennent Ltd.; Eisenwerk Salzau-Werfen R.&E. Weinberger GmbH; AB Bofors Akers",27,Commission own initiative,Infringement,81,Horizontal price fixing and market sharing,Frans Andriessen (M),10,0,,,,,,,,
191,30696,02.07.1982,16.11.1983,17,FORD WERKE AG,Ford Werke AG,1,Notification,Infringement,81,"Vertical restraints and export ban, price discrimination",Frans Andriessen (M),10,0,,,,,,,,
192,30668,01.06.1982,05.12.1983,18,MURAT,Murat SA,1,Notification,Negative Clearance,81,Exclusive dealing contracts (vertical),Frans Andriessen (M),10,0,,,,,,,,
193,27492,25.07.1973,05.12.1983,124,SMM and T Exhibition Agreement,Society of Motor Manufacturers and Traders Ltd.; ,1,Notification,Exemption,81,Vertical and horizontal agreements,Frans Andriessen (M),10,0,,,,,,,,
194,30671,20.09.1982,05.12.1983,14,IPTC BELGIUM,IPTC Belgium SA,1,Commission own initiative,Infringement,81,Horizontal prevention of parallel imports,Frans Andriessen (M),10,0,,,,,,,,
195,29329,04.11.1976,05.12.1983,85,VW-MAN,Volkswagenwerk AG;  Maschinenfabrik Augsburg-Nürnberg AG,2,Commission own initiative,Exemption,81,Joint venture,Frans Andriessen (M),10,0,,,,,,,,
196,30099,16.02.1983,06.12.1983,9,SCHLEGEL / CPIO,Schlegel Corporation; Compagnie des produits industriels de l'ouest SA,2,Notification,Negative Clearance,"81, 82",Exclusive dealership agreement (horizontal),Frans Andriessen (M),10,0,,,,,,,,
197,29955,09.10.1979,08.12.1983,50,CARBON GAS TECHNOLOGIE,Deutsche BP Aktiengesellschaft; Deutsche Babcock AG; Deutsche Babcock-Beteiligungs GmbH; Projektierung Chemische Verfahrenstechnik; Carbon Gas Technologie GmbH,5,Notification,Exemption,81,Joint venture,Frans Andriessen (M),10,0,,,,,,,,
198,"30389, 30408",30.06.1981,12.12.1983,29,NUTRICIA,NV Verenigde Bedrijven Nutricia; Drs. F.A. de Rooij; Remia BV; Zuid-Hollandse Conservenfabriek BV; Luycks Producten BV,5,Notification,Infringement,81,Non-competition clause,Frans Andriessen (M),10,1,42/84,,,,,,,
199,30525,05.01.1982,12.12.1983,23,International Energy Agency,Atlantic Richfield Company; The British National Oil Corporation; British Petroleum Company PLC; Cities Service Company; Conoco Inc.; Daikyo Oil Co. Ltd; Exxon Corporation; Gulf Oil Corporation; Hispanica de Petroleos SA; Idemitsu Kosan Co. Ltd; Mabanaft GmbH; Maruzen Oil Co. Ltd; Mobil Oil Corporation; Murphy Oil Company; Nippon Mining Co. Ltd; Occidental Petroleum Corp.; Petrofina SA; Petroleos de Portuga EP (Petrogal); Philips Petroleum; Saarbergwerke AG; Shell International Petroleum Co. Ltd.; Standard Oil Company of Californië; Standard Oil Company (Indiana); Standard Oil Company of Ohio; Statoil; Sun Company; Svenska Petroleum AB; Texaco Inc.; Union Rheinische Braunkohlen Kraftstoff AG; Union Oil Company of California; Veba Öl AG; Wintershall AG,32,Notification,Exemption,81,Horizontal restraints and distribution rights,Frans Andriessen (M),10,0,,,,,,,,
200,29598,02.07.1979,21.12.1983,54,SABA's EEC Distribution System,SABA GmbH Villingen,1,Notification,Renewal of Exemption,81,Vertical restraints caused by special agreements with the retailers,Frans Andriessen (M),10,1,75/84,,,,,,,
201,30804,22.06.1983,30.03.1984,9,NUOVO CEGAM,Association Nuovo Consorzio Centrale Guasti alle Macchine ,1,Notification,Exemption,81,Price fixing on insurance premiums (horizontal),Frans Andriessen (M),10,0,,,,,,,,
202,30849,18.01.1983,18.04.1984,15,IBM PC,IBM United Kingdom International Products Ltd.; IBM Belgium Distribution Company SA; IBM Danmark Produkt Distribution Selskab A/S; IBM Deutschland Produktvertrieb GmbH; IBM EMEA Product Distribution Corporation; IBM France Diffusion SA; IBM Ireland Product Distribution Ltd.; IBM Italia Distribuzione Prodotti Srl; IBM Nederland Distributie BV; IBM UK Product Sales Ltd.;  ,10,Notification,Negative Clearance,81,Vertical restraints in form of a selective distribution agreement,Frans Andriessen (M),10,0,,,,,,,,
203,30658,19.05.1983,16.05.1984,12,POLISTIL / ARBOIS,Arbois-Modelud; Polistil Spa,2,Notification,Infringement,81,Vertical prevention of parallel imports,Frans Andriessen (M),10,0,,,,,,,,
204,30615,28.07.1982,02.07.1984,23,BRITISH LEYLAND,British Leyland plc,1,Complaint,Infringement,82,Obstructing parallel imports by offences in connection with confirmity certificates (licensing),Frans Andriessen (M),10,1,226/84,,,,,,,
205,30810,10.11.1982,04.07.1984,20,Synthetic Fibres,Imperial Chemical Industries Ltd.; Courtaulds plc.; Rhône-Poulenc SA; Enka BV; Montefibre SpA; Anicfibre SpA; SNIA Fibre; Enka AG; Bayer AG; Hoechst AG,10,Notification,Exemption,81,Horizontal agreements like capacity quota,Frans Andriessen (M),10,0,,,,,,,,
206,30129,12.06.1980,12.07.1984,49,CARLSBERG,De forenede Bryggerier A/S; Carlsberg Brewery Ltd.; Grand Metropolitan plc,3,Notification,Exemption,81,Horizontal distribution agreement,Frans Andriessen (M),10,0,,,,,,,,
207,30863,28.01.1983,19.07.1984,18,BPCL / ICI,Imperial Chemical Industries plc; BP Chemicals Ltd.,2,Notification,Exemption,81,Horizontal agreements like capacity quota,Frans Andriessen (M),10,0,,,,,,,,
