case_id,case_number,investigation_started,decision_date,duration_months,case_name,parties_name,parties_count,report_route,decision_type,article_infringed,offense_nature,commissioner,commissioner_id,appeal,court_case_linked,,,,,,,
297,31866,24.03.1988,21.12.1988,9,LdPE,Atochem SA; BASF AG; BP Chemicals Ltd.; Bayer AG; Chemie Holding AG (Linz - Milan); The Dow Chemical Company (Midland-Terneuzen); DSM NV; Enichem SpA; Hoechst AG; Imperial Chemical Industries PLC; Monsanto Company (St. Louis-Tervuren); Montedison SpA; Neste Oy (Espoo-Breda; Orkem SA; Repsol Quimica SA; Shell International Chemical Company Ltd.; Staoil - Den Norske Stats Oljeselskap AS (Stathelle-Maidenhead); ,17,Commission own initiative,Infringement,81,Horizontal price fixing and quota agreements,Peter Sutherland (M),12,1,"T-80/89, T-81/89, T-83/89, T-87/89, T-88/89, T-90/89, T-93/89, T-95/89, T-97/89, T-99/89, T-100/89, T-101/89, T-103/89, T-105/89, T-107/89, T-112/89",,,,,,,
298,31851,04.09.1984,21.12.1988,52,"Magill TV Guide / ITP, BBC and RTE",Independent Television Publications Ltd.; British Broadcasting Corporation; BBC Enterprises Ltd.; Radio Telefis Eireann,4,Complaint,Infringement,82,Abuse of dominant position via price fixing,Peter Sutherland (M),12,1,"T-69/89, T-70/89, T-76/89",,,,,,,
299,27958,31.12.1988,09.06.1989,5,National Sulphuric Acid Association,National Sulphuric Acid Association Ltd.; Allright & Wilson Ltd.; Associated Octel Co Ltd.; Courtaulds plc.; Hays Chemical Distribution Ltd.; Imperial Chemical Industries plc.; RTZ Chemicals-ISC Division; Laporte Industries Ltd.; Richardsons Fertilisers Ltd.; Scottish Agricultural Industries plc.; Staveley Chemicals Ltd.; Synthetic Chemicals Ltd.; Tioxide UK Ltd.,18,Notification,Renewal of exemption,81,Vertical restraints (up-stream),Leon Brittan (VP),13,0,,,,,,,,
300,30566,11.02.1982,12.07.1989,89,UIP,United International Pictures BV; Paramount Pictures Corporation; MCA Inc.; MGM/UA Communications Co.,4,Notification,Exemption,81,Joint venture,Leon Brittan (VP),13,0,,,,,,,,
301,31499,19.03.1985,19.07.1989,52,Dutch Banks,Nederlandse Bankiersvereniging; Vereniging van Deviezenbanken; Vereniging van Wisselmakelaars; Coöperative Centrale Raiffeisen-Boerenleenbank BA; Nederlandse Spaarbankbond; Postbank NV,6,Notification,Exemption and Negative Clearance,81,Horizontal agreement concerning fund raising,Leon Brittan (VP),13,1,T-138/89,,,,,,,
302,31553,26.01.1987,02.08.1989,30,Welded Steel Mesh,Tréfilunion SA; Société Métallurgique de Normandie; Société des Greillis et Panneaux Soudés; Sorralentz SA; Tréfilarbed Luxembourg/Saarbrücken Sarl.; Steelinter SA; NV Usines Gustave Boël; Thibo Bouwstaal BV; Van Merksteijn Staalbouw BV; ZND Bouwstaal BV; Baustahlgewebe GmbH; ILRO SpA; Ferriere Nord SpA (Pittini); G.B. Martinelli fu G.B. Metallurgica SpA,14,Commission own initiative,Infringement,81,Horizontal price fixing and market sharing,Leon Brittan (VP),13,1,"T-141/89, T-142/89, T-143/89, T-144/89, T-145/89, T-147/89, T-148/89, T-149/89, T-150/89, T-151/89, T-152/89",,,,,,,
303,31734,15.12.1986,15.09.1989,33,Film Purchases by German Television,Degeto Fil GmbH; Hessischer Rundfunk; Norddeutscher Rundfunk; Radio Bremen; Saarländischer Rundfunk; Sender Freies Berlin; Süddeutscher Rundfunk; Südwestfunk; Westdeutscher Rundfunk; Algemene Financieringsmaatschappij Nefico BV; MGM/US Communications Company; Turner Entertainment Co.,12,Notification,Exemption,81,Vertical restraints via distribution agreements,Leon Brittan (VP),13,0,,,,,,,,
304,32026,22.11.1988,13.12.1989,12,BAYO-N-OX,Bayer Aktiengesellschaft Leverkusen,1,Commission own initiative,Infringement,81,Vertical export ban (Bayer),Leon Brittan (VP),13,1,T-12/90,,,,,,,
305,32302,01.12.1986,14.12.1989,36,APB,Association Pharmaceutical Belge,1,Notification,Negative Clearance,81,Vertical restraints via quallity certificate,Leon Brittan (VP),13,1,,,,,,,,
306,32414,22.11.1988,19.12.1989,13,Sugar Beet,Confédération des Betteravier Belges; Société Générale des Fabricants de Sucre de Belgique; Raffinetie Tirlemontoise SA,1,Commission own initiative,Infringement,81,Horizontal quota seeting,Leon Brittan (VP),13,0,,,,,,,,
307,N/A,07.11.1988,20.12.1989,11,Provision in the Netherlands of express delivery services,Kingdom of the Netherlands,1,Commission own initiative,Infringement,86,Discriminatory business rules by regulation,Leon Brittan (VP),13,1,,,,,,,,
308,32408,11.08.1987,20.12.1989,29,TEKO,Technisches Kontor für die Maschinen-B-U Versicherung; Agrippina Versicherung Aktiengesellschaft; Albingia Versicherungs-Aktiengesellschaft; Bayerische Versicherungskammer; Colonia Versicherung Aktiengesellschaft; Erste Allgemeine Versicherungs-AG; Hafpflichtverband der Deutschen Industrie VAG; Hessen-Nassauische Versicherungsanstalt; Iduna Allgemeine Versicherung Aktiengesellschaft; Mannheimer Versicherung Aktiengesellschaft; Nordstern Allgemeine Versicherungs-Aktiengesellschaft; The Northern Assurance Company Ltd.; Nürnberger Allgemeine Versicherungs-AG; Provinzial Feuerversicherungs-Anstalt der Rheinprovinz; R + V Allgemeine Versicherungs AG im Raiffeisen-Volksbankenverband; Sparkassen-Versicherung Allgemeine Versicherung AG; Thuringia Versicherungs-Aktiengesellschaft; UAP International Allgemeine Versicherungs-AG; Victoria Feuer-Versicherungs-Aktiengesellschaft; Westfälische Provinzial-Feuersozietät; Württembergische Gemeinde-Versicherung AG,21,Notification,Exemption,81,Horizontal restraints via insurance pool result in minimum premium fixing,Leon Brittan (VP),13,0,,,,,,,,
309,32265,04.02.1988,20.12.1989,23,Concordato Incendio,Concordato Italiano Incendio Rischi Industriali,1,Notification,Exemption,81,Horizontal restraints via insurance pool result in minimum premium fixing,Leon Brittan (VP),13,0,,,,,,,,
310,32006,28.07.1986,12.01.1990,41,Alcatel Espace / ANT Nachrichtentechnik,Alcatel Espace SA; ANT Nachrichtentechnik GmbH,2,Notification,Exemption,81,Joint venture in R&D,Leon Brittan (VP),13,0,,,,,,,,
311,32736,02.07.1988,23.03.1990,21,MOOSEHEAD / WHITBREAD,Moosehead Breweries Ltd.; Whitbread and Company plc.,2,Notification,Exemption,81,Exclusive licensing and trademark,Leon Brittan (VP),13,0,,,,,,,,
312,32846,29.08.1988,26.06.1990,22,METALEUROPA SA,Preussag Aktiengesellschaft; Metaleurop SA,2,Notification,Negative Clearance,82,"Increase in shares of a possible competitor, kind of horizontal restraints",Leon Brittan (VP),13,0,,,,,,,,
313,32009,01.08.1986,13.07.1990,47,ELOPAK / METAL BOX-ODIN,Odin Development Ltd.; Elopak A/S; CMB Packaging (Bruxelles) SA; CMB Packaging (UK) Ltd.; Elopak Ltd.,5,Notification,Negative Clearance,81,Creation of a joint venture company,Leon Brittan (VP),13,0,,,,,,,,
314,32688,07.04.1988,27.07.1990,28,KONSORTIUM ECR 900,AEG Aktiengesellschaft; Alcatel NV; Oy Nokia AB,3,Notification,Negative Clearance,81,Joint development/manufacturing/distribution,Leon Brittan (VP),13,0,,,,,,,,
315,32681,28.03.1988,15.10.1990,31,CEKACAN,Akerlund & Rausing; Europa Carton Aktiengesellschaft,2,Notification,Exemption,81,"Vertical restraints, merger",Leon Brittan (VP),13,0,,,,,,,,
316,32877,06.03.1989,28.11.1990,21,BAYER DENTAL,Bayer AG,1,Commission own initiative,Infringement,81,Vertical export ban,Leon Brittan (VP),13,0,,,,,,,,
317,32363,05.06.1987,12.12.1990,42,KSB / GOULDS LOWARA / ITT,KSB AG; Goulds Pumps Inc.; Lowara SpA; ITT Corporation,4,Notification,Exemption,81,"Joint venture in R&D, Marketing, etc.",Leon Brittan (VP),13,0,,,,,,,,
318,32595,14.12.1987,19.12.1990,37,D'Ieteren motor oils,SA D'Ieteren NV,1,Notification,Negative Clearance,81,Vertical restraints,Leon Brittan (VP),13,0,,,,,,,,
319,32450,05.10.1988,19.12.1990,27,SECRETAMA,Secrétama,1,Complaint,Infringement,16,Did not supply all information,Leon Brittan (VP),13,0,,,,,,,,
320,33133,19.02.1990,19.12.1990,10,Soda-ash - Solvay / ICI,Solvay et Cie. SA; Imperial Chemical Industries plc.,2,Commission own initiative,Infringement,81,Market sharing,Leon Brittan (VP),13,1,"T-36/91, T-30/91",,,,,,,
321,33133,19.02.1990,19.12.1990,10,Soda-ash - Solvay / CFK,Solvay et Cie SA; Chemische Fabrik Kalk GmbH,2,Commission own initiative,Infringement,81,quota arrangment,Leon Brittan (VP),13,1,T-37/91,,,,,,,
322,33133,19.02.1990,19.12.1990,10,Soda-ash - Solvay,Solvay et Cie SA,1,Commission own initiative,Infringement,82,Exclusionary discounts (vertical),Leon Brittan (VP),13,1,T-32/91,,,,,,,
323,33133,19.02.1990,19.12.1990,10,Soda-ash - ICI,Imperial Chemical Industries plc.,1,Commission own initiative,Infringement,81,Market sharing (horizontal),Leon Brittan (VP),13,1,T-31/91,,,,,,,
324,33016,09.12.1988,19.12.1990,25,ANSAC,American Natural Soda Ash Corporation; FMC Wyoming Corporation; General Chemical (Soda Ash) Partners; Kerr McGee Chemical Corporation; Stauffer Chemical Company; Tenneco Minerals Company; TG Soda Ash Inc.,7,Notification,Infringement,81,Export cartel,Leon Brittan (VP),13,0,,,,,,,,
325,31624,29.08.1989,11.01.1991,16,VICHY,Société d'hygiëne dermatologique de Vichy,1,Notification,Infringement,81,Vertical restraints as exclusive dealing,Leon Brittan (VP),13,1,T-19/91,,,,,,,
326,32732,26.05.1988,16.01.1991,32,Ijsselcentrale and others,NV Samenwerkende Elektriciteitsproduktiebedrijven Arnhem; NV Elektriciteitsbedrijf Zuid-Holland; NV Energieproduktiebedrijf UNA; NV Elektriciteits-Produktiemaatschappij Zuid-Nederland EPZ; NV Elektriciteits-Produktiemaatschappij Oost- en Noord-Nederland,5,Complaint,Infingement,81,"Vertical export ban, exclusive dealing and price fixing",Leon Brittan (VP),13,1,T-16/91,,,,,,,
327,31559,12.06.1985,15.02.1991,69,SIPPA,Eurocheque International sc; Agrupacion Espanola Eurocheque; Association for Payment Clearing Services; Associazione Bancaria Italiana; Bundesverband Deutscher Banken eV; Communauté Luxembourgeoise Eurocheque; Comunidade Portuguesa Eurocheque;  Eurocheque,1,Notification,Exemption,81,Exclusive dealing contracts with vertical export ban,Leon Brittan (VP),13,0,,,,,,,,
328,32524,17.12.1987,19.02.1991,38,Screenport / EBU Members,Les membres du consortium Eurosport; Sky Television plc.; Satellite Sport Sales Ltd.; Satellite Sports Services Ltd.; News International plc.                                           ,5,Complaint and Notification,Infringement,81,Exclusive licensing by coalition,Leon Brittan (VP),13,0,,,,,,,,
329,33300,13.02.1990,15.03.1991,14,BACCARAT,La Compagnie des Cristalleries Baccarat,1,Commission own initiative,Infringement,17,Contempt fines for refusal to supply information,Leon Brittan (VP),13,0,,,,,,,,
330,33473,27.02.1990,30.04.1991,14,"Scottish Nuclear, Nuclear Energy Agreement",Scottish Nuclear Ltd.; Scottisch Power plc.; Scottish Hydro-Electric plc.,3,Notification,Exemption,81,Vertical integration via agreements,Leon Brittan (VP),13,0,,,,,,,,
331,32186,25.11.1986,15.05.1991,54,GOSME / MARTELL - DMP,Distribution Martell Piper SA; Cognac Cedex et Martell et Cie;,3,Complaint,Infringement,81,Preventing parallel trade (vertical),Leon Brittan (VP),13,0,,,,,,,,
332,32879,06.09.1988,05.06.1991,33,VIHO / TOSHIBA,Toshiba Europa (IE) GmbH,1,Complaint,Infringement,81,Preventing parallel trade (vertical),Leon Brittan (VP),13,0,,,,,,,,
333,31043,07.09.1983,24.07.1991,95,TETRA PAK II,Tetra Pak International SA,1,Complaint,Infringement,82,"Abuse of dominance, e.g. exclusionary practice (vertical)",Leon Brittan (VP),13,1,T-83/91,,,,,,,
334,32659,21.03.1988,30.07.1991,40,IATA Passenger Agency Programms,Adria Airways; Aer Lingus plc.; Aeroflot Soviet Airlines; Aerolineas Argentinas; Aierolineas Nicaraguenses SA (Aeronica); Aerovias de México SA de CV (Aeromexico); Aerovias Nacionales de Colombio SA (Avianca); Affretair (PVT) Ltd.; Air Afrique; Air Algérie; Air Botswana; Air Bremen GmbH & Co.; Air Bridge Carriers Ltd.; Air Canada; Air Europe Ltd.; Air France; Air Gabon; Air Guinée; Air Jamaica Ltd.; Air Littoral; Air Madagascar; Air Malawi Ltd.; Air Malta Company Ltd.; Air Martinique; Air Mauritius; Air New Zealand Ltd.; Air Niugini; Air Pacific Ltd.; Air Seychelles Ltd.; Air Tanzania Corporation; Air Tungaru Corporation; Air UK; Air Zaïre; Air Zimbabwe Corporation; Air India; Airline of the Marshall Islands; Alaska Airlines Inc.; Alisarda SpA; Alitalia - Linee Aeree Italiane SpA; All Nippon Airways Co. Ltd.; American Airlines Inc.; America West Airlines inc.; Ariana Afghan Airlines Co. Ltd.; Austian Airlines; Balkan Bulgarian Airlines; Berlin european UK Ltd.; Birmingham European Airways plc. Braathens SAFE; British Airways plc.; British Midland Airways Ltd.; Brymon Airways; Cameroon Airlines; Canadian Airlines International Ltd.; Caribbean Air Corga Company Ltd.; Ceskoslovenske Aerolinie (CSA); Compañia Mexicana de Aviación SA de CV (Mexicana); Continental Airlines Inc.; Cook Islands International Airlines Ltd.; Crossair; Cruzeiro do Sul SA - Servicos Aéreos; Cyprus Airways Ltd.; Dan-Air Services Ltd.; Delta Air Regionalflugverkehr GmbH; Democratic Yemen Airlines (Alyemoa); Deutsche Lufthansa AC (Lufthansa); Eastern Air Lines Inc.; Egyptair; El Al Esreal Airlines Ltd.; Emirates; Empresa Consolidada Cubana de Aviación (Cubana); Empresa de Transporte Aéreo del Peru (Aeroperu); Empresa Ecuatoriana de Aviación SA (Ecuatoriana); Ethiopian Airlines Corporation; Federal Express Corporation; Finnair Oy; Friendly Islands Airways Ltd.; Gambia Air Shuttle Ltd.; Garuda Indonesia;  German Wings Luftfahrtunternehmen GmbH; Ghana Airways Corporation; Gulf Air Company GSC;,154,Notification,Exemption,81,Vertical restraints via distribution agreements,Leon Brittan (VP),13,0,,,,,,,,
335,32792,07.07.1988,30.07.1991,37,IATA Cargo Agency Programms,Adria Airways; Aer Lingus plc.; Aeroflot Soviet Airlines; Aerolineas Argentinas; Aierolineas Nicaraguenses SA (Aeronica); Aerovias de México SA de CV (Aeromexico); Aerovias Nacionales de Colombio SA (Avianca); Affretair (PVT) Ltd.; Air Afrique; Air Algérie; Air Botswana; Air Bremen GmbH & Co.; Air Bridge Carriers Ltd.; Air Canada; Air Europe Ltd.; Air France; Air Gabon; Air Guinée; Air Jamaica Ltd.; Air Littoral; Air Madagascar; Air Malawi Ltd.; Air Malta Company Ltd.; Air Martinique; Air Mauritius; Air New Zealand Ltd.; Air Niugini; Air Pacific Ltd.; Air Seychelles Ltd.; Air Tanzania Corporation; Air Tungaru Corporation; Air UK; Air Zaïre; Air Zimbabwe Corporation; Air India; Airline of the Marshall Islands; Alaska Airlines Inc.; Alisarda SpA; Alitalia - Linee Aeree Italiane SpA; All Nippon Airways Co. Ltd.; American Airlines Inc.; America West Airlines inc.; Ariana Afghan Airlines Co. Ltd.; Austian Airlines; Balkan Bulgarian Airlines; Berlin european UK Ltd.; Birmingham European Airways plc. Braathens SAFE; British Airways plc.; British Midland Airways Ltd.; Brymon Airways; Cameroon Airlines; Canadian Airlines International Ltd.; Caribbean Air Corga Company Ltd.; Ceskoslovenske Aerolinie (CSA); Compañia Mexicana de Aviación SA de CV (Mexicana); Continental Airlines Inc.; Cook Islands International Airlines Ltd.; Crossair; Cruzeiro do Sul SA - Servicos Aéreos; Cyprus Airways Ltd.; Dan-Air Services Ltd.; Delta Air Regionalflugverkehr GmbH; Democratic Yemen Airlines (Alyemoa); Deutsche Lufthansa AC (Lufthansa); Eastern Air Lines Inc.; Egyptair; El Al Esreal Airlines Ltd.; Emirates; Empresa Consolidada Cubana de Aviación (Cubana); Empresa de Transporte Aéreo del Peru (Aeroperu); Empresa Ecuatoriana de Aviación SA (Ecuatoriana); Ethiopian Airlines Corporation; Federal Express Corporation; Finnair Oy; Friendly Islands Airways Ltd.; Gambia Air Shuttle Ltd.; Garuda Indonesia;  German Wings Luftfahrtunternehmen GmbH; Ghana Airways Corporation; Gulf Air Company GSC;,154,Notification,Exemption,81,Vertical restraints via distribution agreements,Leon Brittan (VP),13,0,,,,,,,,
336,32737,17.05.1988,18.10.1991,41,EIRPAGE,Bord Telecom Eireann; Motorola Ireland Limited; Eirpage Limited,3,Notification,Exemption,81,Joint venture in R&D and promotion,Leon Brittan (VP),13,0,,,,,,,,
337,33157,19.04.1989,04.12.1991,31,Eco System/Peugeot,Peugeot SA; Automobiles Peugeot SA,2,Complaint,Infingement,81,Exclusive dealing contracts with vertical export ban,Leon Brittan (VP),13,1,T-9/92,,,,,,,
338,33242,06.06.1989,16.12.1991,31,Yves Saint-Laurent Parfums,Racal Electronics plc; NV Philips Gloeilampenfabrieken; Polytechnic Electonics plc,1,Notification,Exemption,81,Vertical restraints via distribution contracts,Leon Brittan (VP),13,1,T-19/92,,,,,,,
339,33100,17.02.1989,14.01.1992,34,ASSURPOL,Le Gie Assurpol; Abeille-Assurances; Acte Iard; Allianz France SA; Riunione Adriatica di Sicurta; Assyrabces dy Crédit Mutuel Iard (ACM-IARD); AGF; Assurances Mutuelles de lÏndre (AMI); Assurances Mutuelles de Seine-et-Marne; Caisse générale d'Assurances muteulles (CGA); Caisse Industrielle d'Assurances mutuelles; Languedoc; Rhin et Moselle Assurances françaises; Caisse mutuelle d'Assurances et de Prévoyance (CMA); Chubb Compagnie d'Assurances Européenne SA; Commercial Union Iard; Camat; La Concorde; Le Continent; Drouot Assurances (Axa Assurances); Mutuelle Parisienne de Garantie MPG (Axa Assurances); Mutuelles Unies (Axa Assurances); Présence Assurances (Axa Assurances); Paternelle Rd (Axa Assurances); Prévoyance mutuelle Macl (Axa Assurances); Elvia-Ste Suisse d'Assurances Zürich; La Frans; GAN Incendie-Accidents; Général Accident; Groupe Azur Assurance Mutuelle; GFA; Hannover International-HIF; Lloyd Continental; La Lutège; Mutuelle d'Assurance des Professions Alimentaires; Mutuelle Générale d'Assurances (MGA); Mutuelles du Mans Assurances; Mutuelle de Poitiers; Mutuelle des Provinces de France-MPF; Mutuelles Régionales d'Assurances (MRA); Nationale Suisse France; La Normandie; PFA; Société Lilloise d'Assurances et de Réassurances; SIS Assurance; UAP; Union et Phénix Espagnol; Via Assurances Nord et Monde; Winterthur; Zürisch Assurance; ABRI (Zürich International France); Abeille Réassurances; Bayerische Rück; Caisse Centrale de Réassurance (CCR); Cie de Réassurance de Paris Corepa; Cie Suisse de réassurances; Cie Transcontinentale de Réassurance; Eisen und Stahl-Rückversicherungs-AG; Hannover r:uckversicherungs-AG; Kölnische Rück; Münchener Rück; Mutuelle Centrale de Réassurances; SAFR; Société Commerciale de Réassurance; Sorema    ,67,Notification,Exemption,81,Co-reinsurance agreement for covering of certain enviromental damage risk,Leon Brittan (VP),13,0,,,,,,,,
340,"31571, 31572",26.07.1989,05.02.1992,30,Building and Constructions in the Netherlands,"Vereniging van Samenwerkende Prijsregelende organisaties in de Bouwnijverheid; Amsterdamse Aannemers Vereniging; Algemene Aannemersvereniging voor Waterbouwkundige Werken; Aannemersvereniging van Boorondernemers en Buizenleggers; Aannemersvereniging Velsen, Beverwijk en Omstreken; Aannemers Vereniging Haarlem-Bollenstreek; Aannemersvereniging Veluwe en Zuidelijke IJsselmeerpolders; Combinatie van Aannemers in het Noorden; Vereniging Centrale Prijsregeling Kabelwerken; Delftse Aannemers Vereniging; Economisch Nationaal Verbond van Aannemers van Sloopwerken; Aannemersvereniging ""Gouda en Omstreken""; Gelderse Aannemers Vereniging inzake Aanbestedingen; Gooise Aannemers Vereniging; 's-Gravenhaagse Aannemersvereniging; Leidse Aannemersvereniging; Vereniging Markeer Aannemers Combinatie; Nederlandse Aannemers- en Patroonsbond voor de Bouwbedrijven (NAPB Dordrecht); Noordhollandse Aannemers Vereniging voor Waterbouwkundige Werken; Oostnederlandse-Vereniging-Aanbestedings-Regeling; Provinciale Vereniging van Bouwbedrijven in Groningen en Drenthe; Rotterdamse Aannemersvereniging; Aannemersvereniging ""de Rijnstreek""; Stichting Aanbestedingsregeling van de Samenwerkende Bouwbedrijven in Friesland; Samenwerkende Prijsregelende Vereniging Nijmegen en Omstreken; Samenwerkende Patroons Verenigingen in de Bouwbedrijven Noord-Holland-Noord; Utrechtse Aannemers Vereniging; Vereniging Wegenbouw Aannemers Combinatie Nederland; Zuid Nederlandse Aannemers Vereniging; Vereniging Nederlandse Aannemers Combinatie",28,Notification,Infringement,81,Rigbidding cartel,Leon Brittan (VP),13,1,T-29/92,,,,,,,
341,"31370, 31446",04.01.1988,17.02.1992,50,U.K. Tractor Registration Exchange,The Agricultural Engineers Association; Ford New Holland Ltd.; Massey-Ferguson (UK) Ltd.; J.I. Case Europe Ltd.; John Deere Ltd.; Renault Agriculture Ltd.; Watveare Ltd.; Fiatagri UK Ltd.; Same-Lamborghini (UK) Ltd.,9,Notification,Infringement,81,"Information exchange agreement, leads to horizontal restraints",Leon Brittan (VP),13,1,"T-34/92, T-35/92",,,,,,,
342,33544,26.04.1990,26.02.1992,22,BRITISH MIDLAND / AER LINGUS,Aer Lingus plc.,1,Complaint,Infringement,82,Exclusionary practice (vertical),Leon Brittan (VP),13,0,,,,,,,,
343,32290,07.03.1987,18.03.1992,61,NEWITT / DUNLOP SLAZENGER,Dunlop Slazenger International Ltd.; BTR plc.; All Weather Sports Benelux BV; Pinguin Sports BV,4,Complaint,Infringement,81,Preventing parallel trade (vertical),Leon Brittan (VP),13,1,"T-38/92, T-43/92",,,,,,,
344,30717,19.07.1990,25.03.1992,20,Eurocheque : Helsinki Agreements,"Groupement des cartes bancaires ""CB""; Eurocheque International sc.",2,Notification,Infringement,81,Commission fixing,Leon Brittan (VP),13,1,,,,,,,,
345,32450,10.07.1987,01.04.1992,57,French-West African Shipowners' Committees,Compagnie maritime belge NV; MAC LINES; Grimaldi Compania di navigazione SpA; Navale Delmas Afrique (SNCDV); SIVOMAR; SOTONAM; Société navale de l'Ouest; Société navale caennaise; SOFIMAR; Camship; Compagnie maritime zaïroise (CMZ); Cobenam; Express Navigation; Maurel et Prom; Sitram; Société naval guinéenne; Comaunam; Keller Shipping; Sonatram; Cosenam; Deutsche Afrika Linien-Woermann Linie; RMS Afrika; OT African Line; UWAS (u./West African Service); SPLOSNA PLOVBA PA; LEIF HOEGH and Co.; Scandinavian West Afrika Lines Ltd.; Deep Sea Shipping; East Asiatic Company (Was); Gnazio Messina & C.; Lloyd Triestino Spa; Linea Transmare SpA; Van Uden Maritime BV; Nedlloyd Lijnen BV; Cobelfret,17,Commission own initiative,Infringement,"81, 82",Horizontal restraints and vertical export ban,Leon Brittan (VP),13,0,,,,,,,,
346,"32448, 32450",28.06.1989,06.04.1992,34,UKWAL,UKWAL,1,Complaint,Infringement,19,Did not supply all information,Leon Brittan (VP),13,0,,,,,,,,
347,32725,19.05.1988,15.07.1992,50,VIHO / PARKER PEN,Parker Pen Ltd.; Herlitz AG,2,Complaint,Infringement,81,Export ban (vertical),Leon Brittan (VP),13,1,"T-77/92, T-66/92",,,,,,,
348,33542,19.03.1990,24.07.1992,28,PARFUMS GIVENCHY,Parfums Givenchy SA ,1,Notification,Exemption,81,Vertical restraints,Leon Brittan (VP),13,1,"T-87/95, T-88/92",,,,,,,
349,"32800, 33335",20.07.1988,27.07.1992,48,Quantel International - continuum / Quantel SA,Quantel SA; Continuum,2,Complaint,Infringement,81,Market sharing (horizontal),Leon Brittan (VP),13,0,,,,,,,,
350,33494,21.06.1990,30.07.1992,25,SCOTTISH SALMON BOARD,Scottish Salmon Growers' Association Ltd.; Scottish Salmon Farmers' Marketing Board :td.; Shetland Salmon Farmers' Association; Fiskeoppdretternes Salgslag (FOS),4,Commission own initiative,Infringement,81,Price fixing (horizontal),Leon Brittan (VP),13,0,,,,,,,,
351,"33638, 33791",12.12.1990,07.10.1992,22,CSM,CSM NV,1,Commission own initiative,Infringement,11,Failed to submit fully to investigation,Leon Brittan (VP),13,0,,,,,,,,
352,"33378, 33384",28.11.1989,27.10.1992,35,Distribution of Packages Tours 1990 World Cup,90 Tour Italia Spa; Col Italia/Italia 90; Compagnia italiana turismo SpA; Fédération internationale de football association; Federazione italiana gioco calcio; Italia Tour SpA,6,Complaint,Infringement,81,"Distribution network, which abused power",Leon Brittan (VP),13,0,,,,,,,,
353,"33440, 33486",12.02.1990,10.11.1992,33,Warner - Lambert / Gilette and Bic / Gilette and others,The Gilette Company; Eemland Holdings NV,2,Complaint and Notification,Infringement,"81, 82",Horizontal restraints via shareholding leading to a dominant position and its abuse,Leon Brittan (VP),13,0,,,,,,,,
354,33585,10.10.1991,25.11.1992,14,Distribution of Railway Tickets by Travel Agents (UIC),L'Union internationale des chemins de fer Paris,1,Complaint,Infringement,81,Vertical restraints,Leon Brittan (VP),13,1,T-14/93,,,,,,,
355,"32797, 32798",07.06.1989,04.12.1992,42,Llodyd's Underwriters Association & I. of London Underwriters,Lloyd's Underwriters' Association; The Institute of London Underwriters,3,Notification,Negative Clearance,81,"Agreements, which came close to price fixing (horizontal)",Leon Brittan (VP),13,0,,,,,,,,
356,31400,17.05.1990,15.12.1992,31,FORD AGRICULTURE,Ford New Holland Limited,1,Complaint,Infringement,81,Exclusive dealing contracts and prohibition of parallel imports (vertical),Leon Brittan (VP),13,0,,,,,,,,
357,32447,28.06.1989,17.12.1992,42,MEWAG,MEWAC,19,Complaint,Infringement,"18, 19",Refusal to submit to investigation,Leon Brittan (VP),13,0,,,,,,,,
358,33031,23.12.1988,21.12.1992,48,FIAT / HITACHI,Fiat Geotech Tecnologia per la terra SpA; Hitachi Construction Machinery Ltd.,2,Notification,Exemption,81,Joint venture,Leon Brittan (VP),13,0,,,,,,,,
359,"33151, 33997",01.06.1989,22.12.1992,43,Jahrhundertvertrag,Gesamtverband des deutschen Stienkohlenbergbaus; Vereinigung Deutscher Elektrizitätswerke e.V.; Vereinigung Industrielle Kraftwirtschaft,1,Notification,Exemption,81,"Supply agreements, which lead to horizontal restraints",Leon Brittan (VP),13,0,,,,,,,,
360,"31533, 34072",19.12.1991,23.12.1992,12,Schoeller Lebensmittel GmbH and Co.KG,Schoeller Lebensmittel GmbH and Co.KG,1,Notification,Infringement,81,Vertical restraints hindering competition as well as exports,Leon Brittan (VP),13,1,"T-7/93, T-9/93",,,,,,,
361,34072,18.09.1991,23.12.1992,15,LANGNESE - Iglo GmbH,Langnese-Iglo GmbH,1,Notification,Infringement,81,Vertical restraints hindering competition as well as exports,Leon Brittan (VP),13,0,,,,,,,,
362,33814,04.02.1991,23.12.1992,23,FORD / VW,Ford of Europe Inc.; Volkswagen AG,2,Notification,Exemption,81,Joint venture in R&D,Leon Brittan (VP),13,1,T-17/93,,,,,,,
363,32745,03.04.1990,23.12.1992,33,ASTRA,British Telecommunications plc; Société européenne des satellites SA; ,2,Notification,Infringement,81,Joint promotion and marketing,Leon Brittan (VP),13,0,,,,,,,,
364,"32448, 32450",10.07.1987,23.12.1992,66,CEWAL; COWAC; UKWAL,CEWAL; COWAC; UKWAL,4,Complaint,Infringement,"81, 82",Price fixing and market sharing,Leon Brittan (VP),13,1,"T-24/93, T-25/93, T-26/93, T-28/93",,,,,,,
