mutation_key,decision_date,case_numbers_raw,case_numbers_normalized,source,source_native_id,source_record_id,date_caseno_key,date_caseno_source_key,decision_label,decision_title,has_downloadable_url,is_downloaded,download_status,source_urls,download_urls,download_paths,successful_download_paths,source_manifest_file
22,18.06.1969,22548 | IV/22548,22548,andrea | com_legacy,20 | com_legacy_1969_line_23,andrea:20 | com_legacy:com_legacy_1969_line_23,1969/06/18/22548,1969/06/18/22548/andrea | 1969/06/18/22548/com_legacy,Negative Clearance | Negative Clearance Decision,Christiani and Nielsen,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1969.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31969D0195 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31969D0195 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31969D0195 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31969D0195,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0195_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0195_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0195_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0195_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
23,25.06.1969,597 | IV/597,597,andrea | com_legacy,21 | com_legacy_1969_line_20,andrea:21 | com_legacy:com_legacy_1969_line_20,1969/06/25/597,1969/06/25/597/andrea | 1969/06/25/597/com_legacy,Negative Clearance | Negative Clearance Decision,VVVF,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1969.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31969D0202 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31969D0202 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31969D0202 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31969D0202,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0202_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0202_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0202_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0202_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
24,30.06.1969,"704, 25410 | IV/25410 | IV/704",704; 25410,andrea | com_legacy,22 | com_legacy_1969_line_17,andrea:22 | com_legacy:com_legacy_1969_line_17,1969/06/30/704/25410,1969/06/30/704/25410/andrea | 1969/06/30/704/25410/com_legacy,Negative Clearance | Negative Clearance Decision,Seifa,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1969.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31969D0216 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31969D0216 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31969D0216 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31969D0216,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0216_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0216_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0216_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0216_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
25,16.07.1969,26623 | IV/26623,26623,andrea | com_legacy,23 | com_legacy_1969_line_14,andrea:23 | com_legacy:com_legacy_1969_line_14,1969/07/16/26623,1969/07/16/26623/andrea | 1969/07/16/26623/com_legacy,Infringement | Prohibition Decision,Quinine,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1969.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31969D0240 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31969D0240 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31969D0240 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31969D0240,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0240_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0240_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0240_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0240_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
26,22.07.1969,26437 | IV/26437,26437,andrea | com_legacy,25 | com_legacy_1969_line_11,andrea:25 | com_legacy:com_legacy_1969_line_11,1969/07/22/26437,1969/07/22/26437/andrea | 1969/07/22/26437/com_legacy,Exemption | Exemption Decision,Jaz-Peter I,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1969.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31969D0242 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31969D0242 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31969D0242 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31969D0242,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0242_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0242_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0242_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0242_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
27,22.07.1969,26625 | IV/26625,26625,andrea | com_legacy,24 | com_legacy_1969_line_8,andrea:24 | com_legacy:com_legacy_1969_line_8,1969/07/22/26625,1969/07/22/26625/andrea | 1969/07/22/26625/com_legacy,Exemption | Exemption Decision,Clima Chappee-Buderus | Clima Chappee - Buderus,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1969.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31969D0241 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31969D0241 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31969D0241 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31969D0241,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0241_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0241_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0241_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0241_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
28,24.07.1969,26267 | IV/26267,26267,andrea | com_legacy,26 | com_legacy_1969_line_5,andrea:26 | com_legacy:com_legacy_1969_line_5,1969/07/24/26267,1969/07/24/26267/andrea | 1969/07/24/26267/com_legacy,Infringement | Prohibition Decision,"Matieres colorantes, Dyestuffs | Matières colorantes",TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1969.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31969D0243 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31969D0243 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31969D0243 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31969D0243,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0243_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0243_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0243_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0243_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
29,05.12.1969,"24470, 24471 | IV/24470 | IV/24471",24470; 24471,andrea | com_legacy,27 | com_legacy_1969_line_2,andrea:27 | com_legacy:com_legacy_1969_line_2,1969/05/12/24470/24471,1969/05/12/24470/24471/andrea | 1969/05/12/24470/24471/com_legacy,Negative Clearance | Negative Clearance Decision,Pirelli-Dunlop | Pirelli - Dunlop,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1969.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31969D0477 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31969D0477 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31969D0477 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31969D0477,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0477_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0477_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31969D0477_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31969D0477_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
30,29.06.1970,412 | IV/412,412,andrea | com_legacy,28 | com_legacy_1970_line_20,andrea:28 | com_legacy:com_legacy_1970_line_20,1970/06/29/412,1970/06/29/412/andrea | 1970/06/29/412/com_legacy,Negative Clearance | Negative Clearance Decision,ASBL Tube d'Acier Soudé  Electr. | ASBL Tube d'Acier Soudé Electr.,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1970.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31970D0346 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31970D0346 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31970D0346 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31970D0346 | http://ec.europa.eu/competition/search.html | http://ec.europa.eu/competition/antitrust/closed/en/1970.html#top,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31970D0346_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31970D0346_DE.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/search.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/1970.html,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31970D0346_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31970D0346_DE.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/search.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/1970.html,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
31,30.06.1970,24055 | IV/24055,24055,andrea | com_legacy,29 | com_legacy_1970_line_17,andrea:29 | com_legacy:com_legacy_1970_line_17,1970/06/30/24055,1970/06/30/24055/andrea | 1970/06/30/24055/com_legacy,Negative Clearance | Negative Clearance Decision,Kodak,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1970.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31970D0332 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31970D0332 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31970D0332 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31970D0332,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31970D0332_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31970D0332_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31970D0332_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31970D0332_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
32,30.06.1970,299 | IV/299,299,andrea | com_legacy,30 | com_legacy_1970_line_14,andrea:30 | com_legacy:com_legacy_1970_line_14,1970/06/30/299,1970/06/30/299/andrea | 1970/06/30/299/com_legacy,Negative Clearance | Negative Clearance Decision,ASPA,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1970.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31970D0333 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31970D0333 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31970D0333 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31970D0333,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31970D0333_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31970D0333_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31970D0333_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31970D0333_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
33,28.10.1970,"128, 1968 | IV/128 | IV/1968",128; 1968,andrea | com_legacy,31 | com_legacy_1970_line_8,andrea:31 | com_legacy:com_legacy_1970_line_8,1970/10/28/128/1968,1970/10/28/128/1968/andrea | 1970/10/28/128/1968/com_legacy,Infringement | Prohibition Decision,Julien / Van Katwijk,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1970.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31970D0487 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31970D0487 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31970D0487 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31970D0487,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31970D0487_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31970D0487_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31970D0487_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31970D0487_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
34,28.10.1970,"3213, 10498, 11546, 12992, 17394, 17395, 17971, 18772, 18888 | IV/10498 | IV/11546 | IV/12992 | IV/17394 | IV/17395 | IV/17971 | IV/18772 | IV/18888 | IV/3213",3213; 10498; 11546; 12992; 17394; 17395; 17971; 18772; 18888,andrea | com_legacy,32 | com_legacy_1970_line_11,andrea:32 | com_legacy:com_legacy_1970_line_11,1970/10/28/3213/10498/11546/12992/17394/17395/17971/18772/18888,1970/10/28/3213/10498/11546/12992/17394/17395/17971/18772/18888/andrea | 1970/10/28/3213/10498/11546/12992/17394/17395/17971/18772/18888/com_legacy,Exemption | Exemption Decision,Omega,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1970.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31970D0488 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31970D0488 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31970D0488 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31970D0488,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31970D0488_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31970D0488_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31970D0488_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31970D0488_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
35,23.12.1970,337 | IV/337,337,andrea | com_legacy,33 | com_legacy_1970_line_5,andrea:33 | com_legacy:com_legacy_1970_line_5,1970/12/23/337,1970/12/23/337/andrea | 1970/12/23/337/com_legacy,Negative Clearance | Negative Clearance Decision,Supexie,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1970.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31971D0022 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31971D0022 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31971D0022 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31971D0022,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31971D0022_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31971D0022_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31971D0022_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31971D0022_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
36,29.12.1970,25107 | IV/25107,25107,andrea | com_legacy,34 | com_legacy_1970_line_2,andrea:34 | com_legacy:com_legacy_1970_line_2,1970/12/29/25107,1970/12/29/25107/andrea | 1970/12/29/25107/com_legacy,Infringement | Prohibition Decision,Carreaux Ceramiques (Interest Grouping of German Ceramic Tile Manufacturer) | Carreaux Ceramiques,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1970.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31971D0023 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31971D0023 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31971D0023 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31971D0023,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31971D0023_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31971D0023_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31971D0023_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31971D0023_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
37,01.02.1971,26792 | IV/26792,26792,andrea | com_legacy,35 | com_legacy_1971_line_53,andrea:35 | com_legacy:com_legacy_1971_line_53,1971/01/02/26792,1971/01/02/26792/andrea | 1971/01/02/26792/com_legacy,Infringement | Procedural Decision,CICG-Zeiv / ZPÜ | CICG-ZEIV / ZPÜ,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1971.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31971D0085 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31971D0085 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31971D0085 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31971D0085 | http://ec.europa.eu/competition/search.html | http://ec.europa.eu/competition/antitrust/closed/en/1971.html#top,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31971D0085_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31971D0085_DE.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/search.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/1971.html,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31971D0085_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31971D0085_DE.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/search.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/1971.html,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
38,28.05.1971,26624 | IV/26624,26624,andrea | com_legacy,36 | com_legacy_1971_line_50,andrea:36 | com_legacy:com_legacy_1971_line_50,1971/05/28/26624,1971/05/28/26624/andrea | 1971/05/28/26624/com_legacy,Exemption | Exemption Decision,FN / CF,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1971.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31971D0222 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31971D0222 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31971D0222 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31971D0222,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31971D0222_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31971D0222_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31971D0222_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31971D0222_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
